Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
5,8,1,602,12,99,6,404,N
9,8,4,1950,4,11,20,236,N
6,4,7,738,4,34,130,451,N
1,7,5,1712,9,28,30,2419,Y
3,26,6,917,5,67,27,405,N
11,26,6,2152,9,23,20,1745,N
9,28,3,703,19,39,76,1028,N
11,18,6,1602,4,11,34,368,N
10,12,4,1619,1,10,34,507,N
3,9,3,1643,9,19,60,1452,N
8,29,1,750,4,35,9,671,N
4,20,3,1750,7,39,43,829,N
7,5,2,1055,3,34,131,110,N
9,26,1,1910,4,100,127,328,Y
9,4,1,2025,4,25,17,304,N
12,13,2,1737,2,55,2,448,N
3,29,2,2155,18,12,31,1055,Y
2,15,3,1425,1,10,26,647,Y
9,6,2,1705,4,143,57,1093,N
2,3,5,1727,6,0,105,547,N
7,4,1,1915,4,54,31,345,Y
10,11,2,700,7,58,6,170,N
2,15,2,1318,10,12,3,432,N
12,4,1,1911,0,66,0,987,N
10,28,5,2135,17,4,16,349,N
8,27,6,1614,0,23,9,1721,N
3,13,1,1915,4,138,29,290,Y
3,4,5,2059,5,7,69,455,N
7,25,1,1813,9,23,105,612,Y
2,3,4,2217,9,34,35,2454,N
12,23,5,1908,9,19,20,2288,N
11,15,2,1125,9,3,31,629,N
5,15,1,605,14,46,17,843,N
8,7,7,2036,9,3,26,910,N
3,19,7,1530,4,72,17,1009,Y
9,10,7,652,1,2,29,336,N
7,4,1,755,11,30,35,2401,N
11,11,5,855,4,30,42,564,N
5,2,1,950,6,0,123,264,N
1,5,4,908,0,41,11,403,N
4,10,1,1445,0,53,20,2556,N
2,19,6,2155,7,82,51,335,N
8,13,7,1726,8,32,9,697,Y
10,28,5,1755,10,12,132,190,N
11,28,1,710,4,144,17,369,N
10,9,7,455,3,145,9,172,N
4,9,6,1709,18,14,17,1671,N
3,29,2,1502,9,3,17,602,N
1,28,5,1510,4,4,8,251,N
5,17,2,1308,3,16,130,601,N
4,29,5,1750,3,122,37,191,N
5,9,1,2043,18,11,37,414,Y
6,16,4,1910,11,51,31,1222,N
8,6,7,1831,2,51,80,744,Y
10,9,1,828,3,34,10,308,N
6,27,2,1710,4,50,40,189,N
2,26,7,1837,0,34,0,1235,N
7,31,1,1025,14,8,31,197,N
4,9,7,1938,4,34,31,236,Y
11,17,5,1142,4,92,82,448,N
1,2,1,2204,1,66,31,1750,Y
9,5,1,1319,11,45,12,1597,N
6,24,5,1124,5,7,103,393,Y
10,4,3,1815,2,4,2,307,Y
5,14,7,910,7,55,6,230,N
10,1,6,622,2,138,2,544,N
5,15,7,1245,0,12,48,1391,N
10,12,4,1957,4,42,55,2295,Y
7,21,5,1420,4,66,39,229,N
3,27,7,533,20,21,13,581,N
5,29,7,1655,4,76,133,303,N
7,25,1,1117,6,16,10,585,N
7,24,1,1152,16,53,134,102,N
8,22,2,1524,5,56,27,983,N
11,27,1,638,20,12,39,797,N
11,8,3,36,0,34,0,1235,N
3,1,2,635,5,66,47,983,N
12,10,6,1122,18,10,9,1107,N
4,11,1,717,9,34,48,2475,N
9,1,4,1031,0,27,61,1097,N
8,27,7,931,0,3,0,641,N
6,1,4,1400,7,82,12,871,N
12,30,6,2123,4,10,26,647,N
11,3,4,1324,0,16,11,1249,N
8,21,7,716,1,90,51,651,N
1,19,4,1417,4,86,127,787,N
5,31,2,1350,1,56,105,814,N
3,13,1,1557,12,0,71,669,Y
5,13,6,1954,10,12,45,408,Y
9,8,5,2208,5,7,135,223,N
10,31,2,928,16,91,134,202,N
4,19,2,1300,6,63,34,588,N
7,5,2,1102,0,23,8,258,Y
8,10,3,1600,0,27,61,1097,N
2,21,2,937,14,23,94,654,Y
6,6,2,930,12,0,84,350,N
9,15,4,2034,1,27,52,292,N
1,23,7,1639,3,3,112,72,N
7,17,1,845,11,51,5,1416,N
10,21,6,1815,10,45,48,187,N
1,18,3,851,5,5,20,1619,Y
7,18,1,955,4,42,55,2295,N
8,17,4,1507,3,16,42,422,N
4,6,3,1144,18,11,55,258,N
1,11,3,827,4,76,41,192,N
2,23,4,1020,5,7,127,936,N
3,28,2,1125,3,16,136,619,N
12,16,6,715,5,138,27,609,Y
8,3,4,1721,10,63,10,342,N
7,31,7,559,9,19,11,589,N
6,23,4,1752,10,12,117,328,N
2,5,6,1040,10,42,88,370,N
6,11,7,951,6,16,1,1929,N
11,20,7,2150,10,23,2,316,N
2,1,2,820,4,76,93,453,N
10,25,3,2034,4,22,91,239,Y
5,9,2,527,16,53,81,163,N
10,16,7,1928,7,82,67,317,Y
8,28,1,711,4,76,31,1235,N
6,5,1,1720,12,146,13,267,N
1,1,7,1020,4,138,39,838,Y
10,12,4,1959,4,4,103,405,N
6,1,4,1220,3,104,60,563,N
2,14,1,1704,1,105,29,198,N
6,5,1,2318,9,30,30,2306,N
6,14,3,1719,12,16,71,1246,N
3,16,3,1635,4,4,137,271,N
8,20,6,700,4,42,138,377,N
2,1,3,1549,9,23,47,1012,N
12,13,2,1257,2,47,2,363,N
7,31,1,1927,4,22,91,239,N
12,4,1,1734,5,14,27,155,Y
7,31,1,1550,7,147,6,70,Y
3,9,4,1512,12,0,106,640,N
10,21,5,1120,4,32,42,188,N
8,12,6,1120,4,25,31,258,N
8,8,1,930,4,21,29,992,N
4,14,4,1528,13,19,67,383,N
7,19,2,1733,9,50,60,775,N
5,14,7,1635,4,72,26,479,N
3,21,1,1654,4,50,17,872,Y
11,6,7,950,0,11,10,386,N
11,27,7,1248,9,34,17,370,N
10,19,3,1610,5,107,3,243,N
6,25,7,728,1,1,57,994,N
6,26,1,1020,4,20,107,358,N
12,10,7,1726,7,13,6,505,N
2,26,6,804,10,12,139,624,N
6,4,6,1600,3,16,80,493,N
11,6,1,1355,4,100,17,2277,N
3,8,2,1916,1,86,29,861,Y
12,2,6,910,7,114,6,410,Y
12,30,6,1433,5,98,57,1005,N
8,25,4,1252,0,12,103,460,N
9,27,3,958,6,16,127,1864,N
5,29,1,1007,8,11,9,866,N
12,22,4,2214,3,34,37,337,N
12,14,4,1930,12,0,140,273,N
7,12,3,1029,9,34,30,2288,N
5,26,4,1545,12,0,141,406,N
7,13,4,1336,2,69,12,429,N
1,5,4,2147,9,19,1,758,N
2,8,3,941,6,0,66,306,N
12,25,1,1714,0,60,20,2454,N
10,20,5,626,7,43,5,866,N
5,10,2,1115,7,98,6,98,N
12,21,3,1240,7,82,82,230,N
8,24,4,559,11,46,12,191,N
5,21,7,1550,7,45,22,468,N
5,26,5,1556,1,45,51,728,Y
10,21,6,1138,0,12,142,468,N
9,24,6,926,6,72,34,630,N
2,22,2,1303,10,112,0,408,N
4,25,2,1420,12,37,34,866,N
2,7,1,1535,4,148,40,293,N
9,8,4,1027,0,60,11,719,N
10,4,3,1951,5,66,103,629,Y
7,14,5,1533,5,66,41,1215,N
9,28,4,1118,4,61,127,919,N
8,17,3,59,5,62,16,2518,N
4,23,7,949,1,17,61,650,N
1,8,6,1254,6,27,13,761,N
10,28,5,631,10,93,0,540,N
8,15,2,1732,4,81,40,237,N
7,11,2,1557,9,3,103,533,N
9,4,1,1941,11,86,35,938,N
2,20,7,2200,4,20,20,373,N
2,11,6,845,4,34,127,2329,N
8,11,4,1602,6,0,2,554,N
5,31,2,856,11,92,1,895,N
5,26,4,1309,2,6,2,1020,N
8,14,7,1440,2,5,35,946,Y
12,22,5,1611,5,98,16,503,Y
3,3,4,1332,3,149,9,224,N
4,24,7,636,5,60,3,946,N
3,4,5,2258,1,17,1,468,N
6,7,2,1606,1,17,29,448,N
9,17,7,2027,11,51,11,925,Y
4,25,1,650,2,150,12,201,N
1,4,2,2235,9,34,1,2217,N
1,20,4,1359,13,19,48,228,N
6,28,3,1458,4,55,127,588,N
1,2,1,1314,0,23,57,1182,Y
9,14,3,1730,7,82,79,214,N
8,16,3,645,9,11,60,629,N
3,19,6,2010,7,39,66,459,N
11,9,3,555,12,119,13,317,N
10,27,4,1821,5,151,16,282,N
12,29,5,1340,10,77,0,722,Y
11,8,2,900,4,34,17,370,N
1,5,3,1531,11,60,13,745,N
10,24,2,1820,7,39,38,426,Y
2,25,6,1259,0,12,61,1121,N
12,15,5,2105,0,12,1,984,N
11,11,5,1539,2,51,16,1034,N
12,18,1,1537,2,60,119,1130,N
11,12,7,1435,1,128,30,1571,N
11,2,4,954,0,27,11,733,N
2,20,1,1143,3,28,143,199,N
11,22,3,1404,5,7,41,1097,N
4,17,7,630,0,55,0,631,N
8,3,4,925,0,66,0,987,Y
3,21,2,1544,11,86,2,895,N
8,4,4,1200,10,13,11,299,Y
11,29,2,716,0,0,0,732,N
2,11,6,815,7,82,144,396,N
3,15,3,1754,2,41,12,643,N
2,3,4,1738,12,56,67,478,Y
3,11,5,1857,1,61,105,892,Y
6,22,3,2132,5,7,54,2518,N
6,20,2,1526,5,7,39,349,N
5,10,2,742,18,90,17,1301,N
12,14,4,1803,4,34,42,390,N
4,13,3,608,3,141,60,844,N
10,14,5,1921,2,92,64,475,Y
11,21,2,1446,4,32,55,417,N
9,28,4,2057,0,57,29,1013,N
5,3,3,916,5,66,23,636,N
11,12,7,1409,4,4,52,468,N
3,14,2,2050,10,23,145,116,N
8,14,1,1903,11,51,88,1597,N
12,12,1,1225,11,47,12,1324,N
6,16,4,1824,0,23,5,733,Y
9,24,7,1349,4,47,38,336,N
1,13,4,1610,4,42,14,336,N
8,27,7,1335,12,152,13,406,Y
8,1,2,559,6,34,13,1946,N
5,30,1,1535,2,92,38,416,N
9,10,6,1728,6,39,57,1069,N
1,31,1,2005,12,153,13,147,Y
12,7,3,831,5,48,27,440,N
3,16,3,635,13,131,30,451,N
11,10,4,1735,18,3,31,629,Y
8,12,5,1844,3,13,11,299,N
1,30,1,659,3,72,9,129,N
12,14,3,1112,6,16,20,590,N
3,16,3,925,10,12,16,852,Y
11,21,2,1320,9,3,5,1619,Y
1,2,1,857,7,48,6,307,N
6,11,7,1747,0,12,82,631,Y
9,10,6,1627,0,86,77,1189,N
7,23,7,1507,2,37,12,395,N
5,2,2,1440,7,82,146,701,N
8,12,6,813,4,11,55,258,N
1,14,5,1208,10,154,0,134,Y
11,30,3,728,10,27,27,501,N
3,21,1,2019,12,155,13,714,N
4,25,1,1148,2,5,2,622,N
1,24,2,1920,14,3,59,212,Y
5,3,2,951,17,4,147,1105,N
11,4,5,816,18,72,17,1009,N
3,20,7,710,4,4,47,997,N
10,18,2,600,8,30,54,1449,N
3,16,3,849,2,92,14,112,N
10,22,7,2338,6,0,47,406,Y
2,12,6,935,18,32,31,386,N
10,4,2,1600,7,55,6,230,N
8,8,2,1402,9,34,11,1745,N
10,10,1,1850,4,11,8,1372,N
3,26,6,555,0,50,0,190,N
4,18,1,623,11,60,88,200,N
6,6,2,850,5,30,21,2677,N
7,24,7,2048,20,0,99,749,Y
12,18,1,1345,0,27,0,1389,N
9,11,1,1334,11,156,12,744,N
11,5,6,1627,1,47,51,448,N
12,28,4,2104,2,60,99,246,N
11,18,5,905,4,43,47,460,N
11,1,3,1439,5,74,16,252,N
8,16,3,1250,14,17,127,361,N
6,9,4,1644,13,19,25,441,N
12,9,5,1746,8,11,9,866,Y
9,3,7,1015,7,46,13,874,N
6,4,6,801,3,83,60,916,N
3,4,5,1504,5,66,11,235,N
2,9,3,2127,6,157,13,445,Y
5,28,6,1303,0,98,11,177,N
1,24,2,1439,11,60,14,462,N
4,6,4,1814,4,11,107,223,Y
8,5,5,1734,13,158,30,442,Y
12,26,2,938,9,3,28,846,Y
4,3,1,1306,0,21,0,1119,N
1,3,2,1028,5,7,11,334,Y
3,9,4,809,0,27,1,950,N
9,10,7,2239,1,28,51,2296,N
10,8,7,1117,5,7,17,1276,N
12,7,3,545,7,125,5,722,N
6,30,5,2012,12,4,13,590,Y
1,6,5,705,4,3,31,629,N
9,8,5,757,6,0,47,406,N
5,14,7,2131,1,17,138,737,N
1,30,1,1307,5,11,71,1524,N
11,6,1,1845,7,47,6,507,N
8,19,6,917,4,4,46,765,N
6,24,5,905,4,64,40,324,N
10,6,4,751,20,94,5,396,N
10,13,4,1045,15,3,1,1545,N
11,6,7,816,9,97,17,110,N
4,10,1,1930,4,22,91,239,N
1,11,3,2006,7,39,51,541,Y
1,10,2,1621,5,7,106,408,N
4,8,5,1159,5,142,16,228,N
3,29,2,1446,10,39,88,187,Y
3,13,7,2112,0,12,57,1119,Y
11,22,2,1241,0,47,11,678,Y
10,18,2,1500,4,76,18,148,N
7,19,3,1105,2,37,12,395,N
3,7,1,920,9,19,57,901,Y
11,26,6,1735,4,4,92,717,N
1,8,7,2246,6,0,29,665,N
1,22,7,1511,19,60,47,998,N
7,15,6,1557,6,156,13,1269,N
3,14,1,915,7,82,69,258,N
5,4,3,2207,12,0,67,153,N
8,3,3,1330,10,23,122,738,N
1,4,3,2141,12,0,148,331,N
6,5,7,1220,4,42,36,328,N
2,20,7,1052,12,119,13,317,N
3,10,5,1144,6,0,20,1946,N
8,10,4,2333,0,11,11,1515,N
9,18,7,1753,1,1,37,2254,N
9,1,4,2000,12,48,13,483,N
8,15,1,2150,1,17,15,185,Y
11,5,7,746,1,47,77,1576,N
8,1,2,1800,4,11,20,236,Y
1,30,1,745,9,28,60,967,N
12,24,6,1420,11,6,35,1024,N
12,29,5,2108,14,159,17,119,Y
12,20,3,1238,1,32,17,621,N
4,27,4,1255,7,67,88,399,N
1,2,7,1033,20,21,13,581,N
11,7,1,1135,4,76,128,441,N
9,1,5,654,10,92,0,1021,N
9,28,4,1030,7,67,48,213,N
3,23,4,1005,4,113,144,365,N
5,12,5,1706,6,86,34,1929,N
3,22,2,2029,10,27,52,292,N
7,6,3,659,11,160,12,253,N
2,27,1,2302,6,0,29,665,Y
7,12,3,616,3,36,37,963,N
3,4,6,1904,14,92,30,288,N
6,18,7,1252,0,21,5,1076,N
10,13,4,2229,11,10,35,2133,N
4,24,1,1850,10,12,149,922,N
1,27,5,1212,3,3,150,197,N
9,24,6,1130,12,0,151,369,N
10,12,4,1835,1,47,88,280,N
12,27,2,600,6,17,13,227,N
4,14,5,1836,0,53,0,3784,N
8,12,6,1059,1,3,29,1557,N
4,26,2,1554,2,41,12,643,N
9,28,4,957,19,21,5,1076,N
5,12,4,807,6,60,13,745,N
3,2,4,1500,6,21,13,581,Y
1,29,6,1750,7,31,6,711,Y
6,11,6,1133,1,2,29,336,N
6,11,7,1804,20,0,30,533,N
7,24,1,1345,10,2,105,227,Y
9,26,1,723,0,34,0,1235,N
2,21,2,2035,12,0,140,273,N
4,26,3,618,3,36,60,72,N
9,10,7,1945,6,82,47,773,N
3,16,4,935,3,34,58,89,N
2,10,4,1559,3,98,11,177,N
7,12,2,1540,4,10,36,2277,N
6,25,6,2011,9,3,24,992,N
12,13,2,605,9,35,11,1835,N
5,22,1,1543,6,0,5,761,N
8,23,3,1214,11,92,12,1091,Y
3,23,3,655,4,32,20,308,N
8,9,2,1933,0,23,61,1197,N
12,13,3,658,11,25,12,1303,N
4,24,1,1802,1,42,29,90,N
5,12,4,616,0,34,8,1593,N
1,10,2,1201,1,11,42,345,N
5,29,1,1648,7,86,99,1033,N
1,17,1,1549,3,34,152,86,N
2,26,6,1910,9,23,57,1182,N
3,16,3,1523,4,86,14,802,Y
12,28,4,635,5,67,16,931,N
4,25,1,640,0,30,8,1710,N
7,4,2,1809,1,47,97,587,N
9,28,4,654,5,38,16,408,N
8,25,4,1244,4,4,4,423,N
6,9,4,836,9,161,11,594,Y
3,24,5,1345,10,25,10,417,N
8,31,3,1805,3,83,20,89,N
6,30,4,1021,5,34,27,1979,N
8,18,5,821,4,41,127,967,N
2,11,5,2055,1,56,29,920,N
5,1,1,1650,2,160,12,253,N
4,15,5,1853,3,34,34,590,N
6,5,7,1204,0,12,5,1389,Y
5,21,6,1217,3,16,20,590,N
1,13,4,1430,4,11,20,236,N
9,19,2,1501,6,0,103,692,N
8,31,4,1405,4,22,91,239,N
5,5,5,1726,9,114,11,473,Y
1,20,4,1214,1,17,88,728,N
9,5,1,836,2,2,35,416,N
7,22,6,1647,6,82,34,1449,N
10,23,7,1023,6,0,144,134,N
1,14,6,1810,6,57,13,595,N
9,19,2,908,10,64,0,313,N
2,24,5,1138,19,21,88,1237,N
4,5,2,1451,8,11,9,866,N
1,5,4,2006,2,60,97,644,Y
6,29,4,1005,12,0,139,743,N
7,27,4,1607,11,60,38,416,Y
5,19,4,1151,5,7,54,2518,N
12,11,1,1907,0,67,0,1192,N
7,24,1,1901,9,3,133,1062,N
4,19,3,622,21,53,32,100,N
10,3,2,1718,4,21,91,957,N
12,18,1,633,4,30,31,866,N
8,6,6,1233,0,34,0,1235,N
9,15,5,1612,14,23,50,412,N
5,18,4,1936,2,51,96,374,N
11,23,3,750,4,10,26,647,N
1,27,4,2110,7,14,6,116,N
6,23,4,715,4,56,43,180,N
4,23,7,1050,4,113,82,484,N
2,27,1,1446,2,2,12,1043,N
4,6,4,730,4,143,147,1101,N
10,14,6,1708,7,47,6,507,N
5,6,6,1448,4,25,26,480,Y
9,30,5,549,10,162,0,158,N
10,23,1,1923,3,16,153,508,N
12,14,3,827,10,160,0,383,N
5,8,7,1120,4,72,68,543,N
7,4,1,2038,0,12,24,1616,N
11,12,7,822,4,20,55,480,N
8,20,6,1151,13,11,30,2066,N
5,25,3,659,1,67,11,612,N
6,30,4,1456,5,66,154,668,Y
2,28,1,1144,5,55,3,200,N
7,2,6,1207,1,128,88,1674,N
12,9,6,1604,5,45,27,632,N
4,3,1,605,14,39,30,228,N
8,20,7,1545,4,149,9,224,Y
1,24,1,2154,20,42,113,406,Y
7,29,6,1933,5,5,155,324,N
12,10,7,1911,15,48,60,770,N
6,11,7,1255,0,12,22,1213,N
1,16,1,2127,5,66,97,231,Y
10,4,2,1845,6,28,21,2398,Y
6,17,6,1424,12,0,117,781,N
9,28,4,1806,14,10,4,1037,N
5,10,3,810,4,43,39,570,Y
11,14,2,1648,2,51,156,772,N
5,15,1,713,1,119,51,156,N
2,20,7,2159,9,30,54,1449,Y
4,24,1,826,1,61,51,600,N
4,11,1,851,1,45,5,185,N
10,5,4,1348,0,12,80,569,Y
6,26,7,1421,18,10,24,1009,Y
7,27,3,630,4,55,127,588,N
5,6,6,958,11,51,55,1303,Y
12,20,3,755,9,19,11,589,N
1,28,5,920,4,22,18,189,N
3,12,7,604,3,54,37,192,N
11,30,3,1656,2,92,97,261,N
8,11,4,2043,6,67,13,547,Y
2,9,3,1706,8,144,9,937,N
10,25,3,713,11,60,76,1024,N
9,29,4,1032,10,64,0,313,N
3,22,3,804,1,45,29,280,Y
2,4,5,1959,3,139,20,267,N
4,1,5,1445,2,17,12,913,N
10,25,3,1640,4,11,42,345,Y
1,7,5,630,4,92,127,314,N
10,22,6,850,7,82,157,812,N
12,26,1,1538,6,0,144,134,N
11,7,1,1226,1,17,23,156,N
9,17,7,929,4,76,1,848,N
11,12,7,949,9,28,30,2419,N
4,28,4,1759,1,27,88,185,N
5,1,7,1907,10,12,51,936,N
1,4,2,2052,4,43,133,321,N
2,25,5,1839,6,18,13,306,N
9,28,4,1755,2,51,44,295,N
7,25,1,812,3,16,83,188,N
8,21,7,1129,18,0,17,1587,N
7,11,1,1738,4,72,17,1009,Y
2,21,1,842,3,25,20,109,N
4,8,6,1033,2,42,35,169,N
12,16,5,1308,11,51,13,689,N
9,5,1,1041,6,86,13,403,N
7,31,7,1320,4,10,10,621,N
3,22,2,1139,9,67,11,612,N
7,10,7,1143,0,12,80,569,N
11,18,5,2120,4,144,17,369,N
2,22,2,925,4,42,138,377,N
6,22,4,2034,1,47,51,448,N
10,3,2,1851,0,28,20,337,N
3,31,4,1405,4,86,137,718,N
8,30,2,559,0,23,5,733,N
9,13,3,1847,2,150,12,201,N
5,23,2,849,5,66,158,98,N
7,27,4,1248,3,63,37,372,N
11,8,3,1427,4,10,34,507,N
11,23,4,1850,9,45,30,413,N
3,27,7,1121,6,16,21,2994,N
9,17,6,943,0,46,0,247,N
10,3,1,1225,21,24,21,216,N
5,1,1,1805,4,8,17,325,N
9,22,5,1120,7,94,6,214,N
5,9,1,2019,18,11,9,866,N
2,3,4,724,1,1,35,319,N
10,4,2,1029,9,3,35,1605,N
10,29,7,1403,4,76,96,393,N
4,29,5,1501,12,163,13,227,N
6,24,6,1923,14,23,159,631,N
9,28,4,1725,10,80,0,626,N
4,7,4,1316,1,66,105,405,N
2,2,3,25,19,20,48,2521,N
1,20,4,825,4,97,55,367,N
6,21,3,1545,10,23,84,273,N
2,19,6,1049,21,53,134,102,N
6,11,6,825,13,19,92,325,N
12,14,3,2039,6,0,28,1919,N
4,21,4,745,20,41,13,692,N
12,25,7,1722,6,0,8,483,N
11,28,2,752,7,27,14,478,N
1,26,3,1705,4,22,75,293,N
2,2,4,1236,4,90,1,550,Y
11,7,2,1939,6,0,53,761,Y
4,16,7,1730,7,82,160,225,N
2,22,3,1800,12,58,13,350,Y
2,24,5,1940,6,90,13,425,N
3,13,7,1609,1,10,51,1774,N
6,2,5,2149,6,0,0,732,Y
4,23,6,1230,4,144,10,296,N
11,17,5,1539,3,3,153,301,N
8,27,7,2139,2,19,35,213,Y
1,4,3,914,10,12,45,408,N
8,6,6,1028,18,10,24,1009,Y
10,31,2,800,3,87,161,56,N
11,28,2,2011,4,43,47,460,N
1,27,4,805,4,54,31,345,N
4,25,1,2212,19,25,48,2446,N
6,2,5,1043,0,12,48,1391,N
5,4,4,2036,2,92,16,622,N
5,2,2,955,4,43,82,177,N
9,12,2,1132,5,27,16,1020,N
2,7,2,1710,8,164,54,252,Y
6,26,7,742,9,19,20,2288,Y
2,3,5,1705,3,141,34,501,N
4,14,5,1323,2,51,96,374,N
8,7,7,553,10,165,0,228,N
6,24,5,839,10,12,91,247,N
7,12,2,1140,3,3,162,964,N
11,22,3,1057,9,45,60,1754,N
9,5,2,818,7,0,41,874,N
5,23,2,823,11,67,12,1208,N
11,13,7,830,4,114,127,281,N
4,6,4,1847,9,3,57,1703,Y
10,6,5,746,2,142,2,402,N
4,28,5,2000,12,0,109,448,N
9,1,4,559,7,1,6,256,N
4,14,4,1547,2,60,3,946,N
4,14,4,2035,0,23,17,1440,N
4,7,5,1929,5,7,41,1097,N
11,7,2,940,14,23,79,344,Y
12,23,6,1246,4,149,31,806,N
12,15,4,1156,9,21,11,1182,Y
10,5,3,1745,4,100,127,328,N
10,24,2,1949,3,3,18,775,N
10,25,3,614,4,40,34,291,N
3,3,4,1336,10,23,124,135,N
6,12,7,805,4,76,133,303,N
4,4,2,926,9,11,37,414,Y
1,28,5,834,18,50,17,872,N
9,5,1,1659,6,0,41,874,N
6,11,6,1700,7,31,6,711,Y
12,3,7,1111,9,28,60,967,N
1,18,2,904,10,2,48,426,N
10,13,5,1026,5,66,69,74,N
6,10,5,1850,11,92,1,895,N
6,30,5,1204,4,86,8,880,N
6,5,7,1731,5,66,67,508,Y
8,25,4,1216,5,41,16,393,N
9,9,5,2230,6,34,48,2475,N
9,21,4,1631,4,25,31,258,N
3,24,4,1359,9,34,0,1235,Y
7,20,4,1918,1,28,31,414,Y
11,14,2,810,21,24,32,121,N
2,13,7,2156,19,35,30,2408,N
10,13,4,1530,4,10,36,2277,N
10,9,1,651,2,60,113,533,N
7,4,1,2013,3,28,58,262,N
8,29,2,1546,3,3,125,423,N
12,19,1,1759,18,11,28,226,Y
11,11,5,1740,4,42,34,1864,N
11,29,3,642,3,166,20,135,N
12,16,6,1512,0,91,20,2486,N
6,6,2,859,1,10,0,868,N
8,26,6,1806,11,51,9,1874,N
5,26,5,629,15,11,60,629,N
8,25,4,1530,4,4,144,570,N
2,20,7,1654,10,55,5,764,N
8,28,1,1158,0,20,0,1431,Y
2,22,3,1222,10,167,11,268,N
4,4,2,1948,6,0,45,341,N
3,11,5,800,4,76,40,239,N
11,4,5,1543,5,168,16,490,N
11,23,4,1606,4,47,38,336,N
1,14,5,2122,9,23,64,783,Y
9,20,3,1101,10,14,5,478,Y
8,18,4,741,11,51,61,964,N
5,5,5,1429,14,19,154,494,N
1,31,2,1114,14,23,82,409,N
6,19,1,717,3,52,60,392,N
7,22,6,846,1,67,88,399,N
5,13,5,638,9,45,37,2704,N
4,20,4,1536,9,27,60,1619,Y
6,30,4,1901,6,0,163,366,N
3,9,4,622,3,140,20,86,N
11,18,6,1716,10,154,0,134,N
11,19,7,855,1,7,31,1300,N
3,29,2,1923,12,0,118,223,N
12,26,1,1703,9,17,60,1337,N
3,13,1,2351,9,23,106,137,Y
4,5,2,1220,12,0,148,331,N
8,8,1,1813,4,10,20,370,Y
8,8,1,900,7,82,29,507,N
12,7,3,1252,10,12,119,281,Y
11,17,4,855,4,138,39,838,N
8,18,5,2149,4,34,31,236,N
7,7,4,1424,5,3,16,680,N
5,30,2,1549,1,34,17,370,N
1,28,5,617,0,28,0,1464,N
12,12,2,1609,9,86,11,1005,N
6,28,3,2143,1,17,127,361,N
8,18,5,2137,1,17,94,481,N
7,12,3,1106,11,51,35,1400,Y
12,26,1,1936,20,5,13,332,N
6,26,7,916,12,0,164,253,N
1,16,7,700,4,148,18,341,N
5,24,3,955,4,20,73,389,N
12,27,2,2015,4,42,52,281,N
9,5,1,1234,6,21,6,932,N
7,29,6,705,1,169,51,185,N
10,9,7,1229,4,11,17,256,Y
10,13,4,1840,1,6,29,951,Y
6,6,2,1222,20,0,61,595,N
11,15,3,1453,4,55,127,588,N
5,4,4,602,1,100,29,238,N
3,22,3,1652,11,60,28,2433,N
7,1,5,1302,10,18,0,999,N
12,11,7,737,1,21,29,992,N
6,6,1,1217,15,3,20,862,N
4,8,5,1531,0,12,18,190,N
6,3,6,1755,4,11,41,1069,Y
1,20,4,759,10,23,2,316,N
4,26,2,1032,19,39,47,1005,N
3,20,7,1828,3,75,60,627,N
6,7,2,1702,0,12,5,1389,N
10,16,1,1220,3,23,165,196,N
10,27,5,1510,6,0,133,425,Y
8,2,3,642,5,67,16,931,N
2,19,7,808,10,12,166,604,Y
7,3,1,1713,4,4,103,405,N
8,21,7,1345,0,86,77,1189,Y
6,25,6,2102,19,39,34,1989,N
3,20,7,804,13,158,30,442,N
4,10,1,1916,5,98,5,659,Y
7,4,2,2108,9,3,34,391,N
8,10,3,1943,0,12,53,175,N
7,27,3,626,11,92,12,1091,N
10,8,7,1809,6,113,13,270,N
1,13,5,1511,6,0,43,270,N
9,24,7,1920,5,60,16,1008,Y
10,12,4,1557,2,92,38,416,N
10,7,5,1734,6,9,6,661,N
10,24,1,1836,8,170,167,95,N
3,4,5,1002,3,3,112,72,N
9,12,2,641,9,28,24,550,N
12,18,1,1051,6,0,47,406,N
4,4,1,836,1,19,51,321,N
4,9,7,821,3,171,34,200,N
1,4,2,1636,6,0,133,425,N
5,21,7,722,0,48,133,604,N
4,29,6,1600,4,76,41,192,Y
9,24,6,1727,20,98,13,432,N
10,21,6,818,2,60,38,416,N
6,14,3,1543,6,0,20,1946,Y
8,4,4,1130,4,4,27,229,Y
5,5,5,2025,0,23,10,1829,N
10,27,4,1111,6,125,13,215,N
7,4,2,1101,4,10,28,338,Y
8,23,3,1456,0,156,0,569,N
2,19,7,1126,8,30,0,1660,N
8,27,6,1706,10,172,11,147,N
4,15,5,645,12,109,13,457,N
4,24,7,1105,4,86,127,787,N
1,6,4,721,9,40,60,649,N
5,22,7,812,13,125,30,515,N
5,25,4,1252,0,23,9,1721,Y
11,9,3,855,7,82,11,264,N
4,21,4,935,4,43,91,570,N
2,23,3,1522,6,16,24,630,Y
9,29,5,723,0,25,0,1171,N
8,10,4,2023,4,42,64,283,N
5,16,1,1812,0,50,20,1242,N
6,18,7,619,3,16,60,391,N
2,20,7,832,9,45,20,2611,N
8,16,3,1705,7,39,38,426,N
12,14,3,732,0,100,11,849,N
